10.100.126.231,cisco_ios,JC-MDF-1,vector,show mac addr int
10.100.126.232,cisco_ios,JC-MDF-2,vector,show mac addr int
10.100.126.243,cisco_ios,JC-MDF-3,vector,show mac addr int
10.100.126.235,cisco_ios,JC-MDF-4,vector,show mac addr int
10.100.126.238,cisco_ios,JC-MDF-CAM-2,vector,show mac addr int
10.100.126.241,cisco_ios,JC-MDF-CAM-1,vector,show mac addr int
10.100.126.237,cisco_ios,JC-IDF-2,vector,show mac addr int
10.100.126.242,cisco_ios,JC-IDF-CAM-1,vector,show mac addr int
