10.100.126.231,cisco_ios,jc-mdf-1,vector
10.100.126.232,cisco_ios,jc-mdf-2,vector
10.100.126.243,cisco_ios,jc-mdf-3,vector
10.100.126.235,cisco_ios,jc-mdf-4,vector
10.100.126.238,cisco_ios,jc-mdf-cam-2,vector
10.100.126.241,cisco_ios,jc-mdf-cam-1,vector
10.100.126.237,cisco_ios,jc-idf-2,vector
10.100.126.242,cisco_ios,jc-idf-cam-1,vector
