  10.112.254.143   1c28af-cba876     dynamic F1  
  10.112.254.144   1c28af-cba9f6     dynamic F2  
  10.112.254.145   1c28af-cbab40     dynamic F3  
  10.112.254.146   1c28af-cbb234     dynamic F4  
  10.112.254.147   1c28af-cbbc14     dynamic F5  
  10.112.254.148   1c28af-cba6b8     dynamic A3  
  10.112.254.149   1c28af-cba9ea     dynamic A3  
  10.112.254.150   1c28af-cbb154     dynamic A3  
  10.112.254.151   1c28af-cbae60     dynamic A3  
  10.112.254.152   1c28af-cba9de     dynamic A7  
  10.112.254.153   1c28af-cbac4e     dynamic A7  
  10.112.254.154   1c28af-cbab94     dynamic A1  
  10.112.254.155   1c28af-cbade0     dynamic A1  
  10.112.254.156   1c28af-cbb4ca     dynamic A1  
  10.112.254.157   1c28af-cbbf6a     dynamic A1  
  10.112.254.158   1c28af-cbbc52     dynamic A1  
  10.112.254.159   1c28af-cba5ec     dynamic A1  
  10.112.254.160   1c28af-cbbc46     dynamic B1  
  10.112.254.165   b47af1-a6373a     dynamic A5  
  10.112.254.166   749e75-c5eb16     dynamic A6  
  10.112.254.168   749e75-c5f562     dynamic A2  
  10.112.254.169   749e75-c5fe2e     dynamic A5  
  10.112.254.174   8c7909-c6265a     dynamic B2  
  10.112.254.176   749e75-c5e2b8     dynamic B7  
  10.112.254.177   8c7909-c62eb2     dynamic A7  
  10.112.254.178   8c7909-c62c5a     dynamic B2  
  10.112.254.179   dcb7ac-c64e3a     dynamic A6  
  10.112.254.180   dcb7ac-c6235a     dynamic A6  
  10.112.254.183   749e75-c5ed86     dynamic F7  
  10.112.254.200   703a0e-c9c5fa     dynamic B7  
  10.112.254.253   00fd45-06fc00     dynamic A5  
  10.112.1.3       883a30-76ce00     dynamic E8  
  10.112.1.4       104f58-682100     dynamic E8  
  10.112.1.5       b8d4e7-4c4900     dynamic E8  
  10.112.1.8       883a30-e56100     dynamic E8  
  10.112.1.9       883a30-f40700     dynamic E8  
  10.1.0.252       04d590-0e77ab     dynamic E7  
